Locus_tag	Translation_start	Translation_stop	Strand	Gene	Raw_counts_replicate_1	Raw_counts_replicate_2	RPKM
b1743	1823164	1823649	-	spy	30568	19550	76
b1744	1823979	1824947	-	astE	14578	11576	20
b1745	1824940	1826283	-	astB	14366	13207	15
b1746	1826280	1827758	-	astD	13964	11294	13
b1747	1827755	1828789	-	astA	9244	10461	14
b1748	1828786	1830006	-	astC	10453	7184	11
b1749	1830452	1831258	+	xthA	51025	47005	91
b1750	1831425	1832135	+	ydjX	39447	20047	61
b1751	1832140	1832817	+	ydjY	67989	39173	115
b1752	1832832	1833539	+	ydjZ	20800	18905	42
b1753	1833539	1834087	+	ynjA	11170	10540	30
b1754	1834097	1835263	+	ynjB	20868	22960	28
b1755	1835236	1836771	+	ynjC	34863	27099	30
b1756	1836771	1837424	+	ynjD	16016	15785	36
b1757	1837491	1838798	+	ynjE	120361	95616	122
b1758	1838807	1839427	-	ynjF	29549	21777	61
b1759	1839514	1839921	+	nudG	5975	4715	19
b1760	1839887	1840159	-	ynjH	4664	6080	30
b1761	1840395	1841738	+	gdhA	49118	35049	46
b1762	1841855	1842895	-	ynjI	57140	49192	76
b1763	1843023	1844984	-	topB	122669	97746	83
b1764	1844989	1846032	-	selD	109301	82335	136
b1765	1846149	1846700	-	ydjA	15072	12570	37
b1766	1846861	1848717	+	sppA	120757	99373	88
b1767	1848884	1849900	+	ansA	118841	112192	169
b1768	1849911	1850552	+	pncA	74057	58823	153
b1769	1850645	1852003	-	ydjE	51992	40361	50
b1770	1852120	1852878	-	ydjF	49059	32856	79
b1771	1853015	1853995	-	ydjG	19588	13902	25
b1772	1854005	1854952	-	ydjH	26757	22097	38
b1773	1854957	1855793	-	ydjI	15877	14514	27
b1774	1855814	1856857	-	ydjJ	17261	13808	22
b1775	1856874	1858253	-	ydjK	18999	14656	18
b1776	1858280	1859356	-	ydjL	26907	22842	34
b1777	1859726	1859998	-	yeaC	58058	31761	240
b1778	1860040	1860453	-	msrB	151090	108579	462
b1779	1860795	1861790	+	gapA	2546217	2115925	3472
b1780	1861874	1862758	+	yeaD	74306	53901	107
b1781	1862806	1863660	-	yeaE	38848	31485	61
b1782	1863750	1864496	-	mipA	142482	110139	250
b1783	1864932	1866866	+	yeaG	39956	40473	31
b1784	1866979	1868262	+	yeaH	18318	14164	19
b1785	1868409	1869884	+	yeaI	19157	17969	19
b1786	1870065	1871555	+	yeaJ	51825	55419	54
b1787	1871598	1872101	+	yeaK	42215	37835	118
b1788	1872102	1872206	-	yoaI	8115	6003	99
b1789	1872376	1872822	+	yeaL	20221	12748	54
b1790	1872779	1873600	-	yeaM	26505	21119	43
b1791	1873697	1874878	+	yeaN	27857	27880	35
b1792	1874933	1875280	+	yeaO	29946	23327	113
b1793	1875302	1875556	-	yoaF	44725	34767	231
b1794	1875739	1876764	+	yeaP	301319	232112	384
b4676	1876797	1876895	+	yoaK	88989	51667	1038
b4675	1876898	1876972	+	yoaJ	3458	2942	63
b1795	1877031	1877279	-	yeaQ	25779	20886	139
b1796	1877427	1877609	-	yoaG	2865	2962	24
b1797	1877613	1877972	-	yeaR	8778	6833	32
b1798	1878145	1878783	-	leuE	75683	61438	159
b1799	1878910	1879833	-	dmlR	30943	18584	39
b1800	1879936	1881021	+	dmlA	11210	14086	18
b1801	1881212	1882657	+	yeaV	22958	18608	21
b1802	1882689	1883813	+	yeaW	16828	14741	21
b1803	1883869	1884834	+	yeaX	20633	16434	28
b1804	1884888	1886015	-	rnd	54629	42511	64
b1805	1886085	1887770	-	fadD	68989	56891	55
b1806	1887975	1888556	-	yeaY	54063	48271	131
b1807	1888596	1889291	-	tsaB	71343	64030	145
b1808	1889349	1891259	-	yoaA	53920	45519	39
b1809	1891391	1891735	+	yoaB	144042	112631	550
b1810	1892157	1892456	+	yoaC	52258	38031	222
b1811	1892576	1892755	-	yoaH	8753	7097	65
b1812	1892829	1894190	+	pabB	62295	59277	67
b1813	1894194	1894772	+	nudL	14277	13143	35
b1814	1894956	1896320	+	sdaA	185743	161377	189
b1815	1896451	1898049	+	yoaD	29286	23081	24
b1816	1898053	1899609	-	yoaE	71170	61160	63
b1817	1900072	1901043	+	manX	1824570	1529442	2561
b1818	1901106	1901906	+	manY	1582207	1234330	2601
b1819	1901919	1902770	+	manZ	2291092	2064234	3805
b1820	1902825	1903283	+	yobD	34737	33186	110
b1821	1903712	1904278	+	mntP	24765	32915	77
b1822	1904275	1905084	-	rlmA	51025	35755	79
b1823	1905250	1905459	-	cspC	595397	511634	3916
b1824	1905472	1905615	-	yobF	522077	426225	4881
b1825	1906285	1906572	-	yebO	226285	130561	905
b1826	1906647	1906790	-	mgrB	264427	152948	2118
b4536	1906949	1907188	+	yobH	62918	39901	314
b1827	1907332	1908123	-	kdgR	149100	106702	238
b1828	1908300	1909673	+	yebQ	59362	40965	54
b1829	1909719	1910600	-	htpX	140702	115941	216
b1830	1910792	1912840	-	prc	847980	703738	562
b1831	1912860	1913558	-	proQ	534378	431649	1024
b1832	1913655	1914152	-	msrC	101242	79782	269
b1833	1914282	1915565	+	yebS	54384	46715	59
b1834	1915534	1918167	+	yebT	86798	63655	42
b1835	1918247	1919686	+	rsmF	150368	138298	149
b1836	1919804	1920040	+	yebV	15239	13723	91
b1837	1920145	1920336	+	yebW	13286	7222	78
b1838	1920337	1920993	-	pphA	22858	19310	48
b4432	1921090	1921338	+	ryeA	25518	20960	138
b4433	1921188	1921308	-	ryeB	8635	7007	96
b1839	1921389	1921730	-	yebY	76152	63449	303
b1840	1921743	1922615	-	yebZ	111634	89870	171
b1841	1922619	1922993	-	yobA	324082	222649	1073
b1842	1923132	1923362	+	holE	62182	57217	385
b1843	1923464	1924120	+	yobB	25715	18175	49
b1844	1924144	1924806	+	exoX	11742	9649	24
b1845	1924803	1926863	-	ptrB	66293	56028	44
b1846	1927072	1927731	-	yebE	23878	20017	49
b1847	1928058	1928414	-	yebF	48644	24826	150
b1848	1928481	1928771	-	yebG	197669	150040	883
b1849	1928905	1930083	+	purT	26346	22457	31
b1850	1930139	1930780	-	eda	63733	46332	126
b1851	1930817	1932628	-	edd	110754	88668	82
b1852	1932863	1934338	-	zwf	122750	90025	106
b1853	1934676	1935545	+	yebK	97783	56730	130
b1854	1935673	1937115	+	pykA	357856	308872	343
b1855	1937246	1938217	-	waaN	74970	72445	113
b1856	1938337	1939659	-	yebA	94279	71791	93
b1857	1939675	1940607	-	znuA	93420	90465	147
b1858	1940686	1941441	+	znuC	51452	32835	82
b1859	1941438	1942223	+	znuB	67273	65397	126
b1860	1942370	1943380	-	ruvB	45341	35509	59
b1861	1943389	1944000	-	ruvA	51647	33860	103
b4677	1944139	1944204	-	yobI	1474	832	26
b1862	1944275	1944877	+	yebB	12636	12541	31
b1863	1944879	1945400	-	ruvC	60034	44099	147
b1864	1945435	1946175	-	yebC	214078	153561	366
b1865	1946204	1946656	-	nudB	137974	91436	372
b1866	1946774	1948546	-	aspS	212679	154244	153
b1867	1948856	1949422	+	yecD	18616	18693	49
b1868	1949419	1950237	+	yecE	27119	20876	43
b1869	1950290	1950685	+	yecN	91015	81001	323
b1870	1950726	1951469	+	cmoA	59257	51989	111
b1871	1951466	1952437	+	cmoB	76795	67016	110
b1872	1952602	1955031	-	torZ	44112	44991	27
b1873	1955056	1956156	-	torY	18172	15201	23
b1874	1956544	1957290	-	cutC	19854	17753	37
b1875	1957304	1957870	-	yecM	24606	26755	68
b1876	1958086	1959819	+	argS	215558	203799	180
b1877	1959996	1960484	+	yecT	64439	52575	177
b1878	1960604	1960996	-	flhE	34175	23947	109
b1879	1960996	1963074	-	flhA	163355	131780	105
b1880	1963067	1964215	-	flhB	87770	69301	101
b1881	1964417	1965061	-	cheZ	13500	10258	27
b1882	1965072	1965461	-	cheY	13057	12251	48
b1883	1965476	1966525	-	cheB	18594	17276	25
b1884	1966528	1967388	-	cheR	10068	9064	17
b1885	1967407	1969008	-	tap	22304	19134	19
b1886	1969054	1970715	-	tar	22750	21591	20
b1887	1970860	1971363	-	cheW	12008	9392	31
b1888	1971384	1973348	-	cheA	40489	35189	29
b1889	1973353	1974279	-	motB	18544	18058	30
b1890	1974276	1975163	-	motA	21027	18699	33
b1891	1975290	1975868	-	flhC	98515	68329	212
b1892	1975871	1976221	-	flhD	194507	136241	694
b1893	1976542	1977045	-	insB1	51009	43704	140
b1894	1976964	1977239	-	insA	98253	68314	444
b1895	1977777	1978205	+	uspC	8887	6944	27
b1896	1978212	1979636	-	otsA	48046	44000	48
b1897	1979611	1980411	-	otsB	21412	18648	37
b4460	1980578	1981564	-	araH	29934	24924	41
b1900	1981579	1983093	-	araG	23116	21151	22
b1901	1983163	1984152	-	araF	13996	12389	20
b1902	1984949	1985452	+	ftnB	38877	37108	113
b4537	1985531	1985782	-	yecJ	39178	40464	237
b4663	1985897	1985983	-	azuC	12315	14070	228
b1904	1986246	1986569	+	yecR	66753	56286	282
b1905	1986740	1987237	+	ftnA	1869092	1802851	5505
b1906	1987275	1987514	-	yecH	94021	69262	502
b1907	1987705	1988916	+	tyrP	57238	48536	65
b1908	1988978	1989643	-	yecA	121371	93231	238
b1909	1989839	1989925	-	leuZ	14441	10990	216
b1910	1989938	1990011	-	cysT	48929	37048	858
b1911	1990066	1990141	-	glyW	138063	116420	2486
b1912	1990293	1990841	-	pgsA	88454	59483	198
b1913	1990898	1992730	-	uvrC	177496	143709	130
b1914	1992727	1993383	-	uvrY	134018	131202	302
b1915	1993842	1994066	+	yecF	14164	10318	80
b1916	1994134	1994856	-	sdiA	175252	105612	284
b1917	1995086	1995838	-	yecC	23331	17400	40
b1918	1995835	1996503	-	yecS	11714	8407	22
b1919	1996518	1997504	-	dcyD	31852	27978	45
b1920	1997609	1998409	-	fliY	119012	77312	180
b1921	1998497	1999048	-	fliZ	229323	180357	549
b1922	1999094	1999813	-	fliA	263714	224394	503
b1923	2000134	2001630	-	fliC	159227	136741	147
b1924	2001896	2003302	+	fliD	279019	310627	315
b1925	2003327	2003737	+	fliS	29463	24372	97
b1926	2003737	2004102	+	fliT	19980	18157	78
b1927	2004180	2005667	+	amyA	79383	57860	68
b1928	2005701	2006114	-	yedD	20014	15633	64
b1929	2006301	2007506	+	yedE	251197	208866	283
b1930	2007503	2007736	+	yedF	40222	30912	225
b1931	2007845	2008513	+	yedK	8871	10923	22
b1932	2008624	2009103	+	yedL	11929	10320	34
b4495	2009247	2010375	-	yedN	59917	64023	82
b1936	2010526	2010687	+	intG	32846	25956	269
b1937	2010724	2011038	-	fliE	154263	134543	682
b1938	2011253	2012911	+	fliF	355861	289265	288
b1939	2012904	2013899	+	fliG	127787	109832	177
b1940	2013892	2014578	+	fliH	76354	68898	157
b1941	2014578	2015951	+	fliI	97981	79026	95
b1942	2015970	2016413	+	fliJ	50318	50606	170
b1943	2016410	2017537	+	fliK	126470	113549	158
b1944	2017642	2018106	+	fliL	307606	263554	912
b1945	2018111	2019115	+	fliM	311886	246227	411
b1946	2019112	2019525	+	fliN	89716	76600	298
b1947	2019528	2019893	+	fliO	84870	74705	324
b1948	2019893	2020630	+	fliP	83640	68307	153
b1949	2020640	2020909	+	fliQ	26193	24334	139
b1950	2020917	2021702	+	fliR	64544	63723	122
b1951	2021992	2022615	+	rcsA	17005	20329	45
b1952	2022659	2022847	-	dsrB	8332	5357	53
b1953	2023010	2023237	+	yodD	13939	8662	73
b1954	2023251	2023337	-	dsrA	5323	3910	78
b1955	2023535	2024350	+	yedP	8840	9167	17
b1956	2024347	2026041	-	yedQ	41287	39912	36
b1957	2026212	2026394	-	yodC	24567	13280	151
b1958	2026473	2027390	-	yedI	71328	47788	95
b1959	2027563	2028483	+	yedA	28140	19908	38
b1960	2028472	2028942	-	vsr	11617	10938	36
b1961	2028923	2030341	-	dcm	52355	50055	54
b1962	2030408	2031103	-	yedJ	22286	18221	43
b1963	2031143	2031508	-	yedR	9085	7843	34
b4603	2031673	2031763	+	rseX	2572	1895	36
b4496	2032075	2033267	+	yedS	22641	20639	27
b1967	2033859	2034710	+	hchA	43015	38229	71
b1968	2034818	2036176	-	yedV	98397	93495	105
b1969	2036176	2036847	-	yedW	49016	31493	88
b1970	2036980	2037393	+	hiuH	6274	4708	20
b1971	2037502	2038506	+	yedY	13920	10342	18
b1972	2038507	2039142	+	yedZ	15602	11697	32
b1973	2039399	2040049	+	zinT	9422	7609	19
b1974	2040392	2040922	+	yodB	13189	14703	40
b1975	2041492	2041581	-	serU	19650	8686	228
b1976	2041675	2042472	+	mtfA	79749	43897	113
b1977	2042573	2042648	+	asnT	3682	1830	53
b1978	2042962	2050038	+	yeeJ	135137	111984	26
b4497	2050300	2051352	-	yeeL	13556	12316	18
b1981	2051667	2052983	+	shiA	51601	33172	47
b1982	2053085	2054539	+	amn	121381	122565	125
b1983	2054882	2055598	+	yeeN	201133	150742	362
b1984	2056051	2056126	-	asnW	3358	2417	56
b1985	2056227	2057714	-	yeeO	56504	50694	54
b1986	2057875	2057950	+	asnU	58841	42012	978
b1987	2057988	2058938	-	cbl	133687	102957	184
b1988	2059040	2059957	-	nac	18700	16126	28
b1989	2060284	2060359	+	asnV	5114	5607	106
b1990	2060415	2061347	-	erfK	65584	73839	112
b1991	2061412	2062491	-	cobT	89102	69042	108
b1992	2062503	2063246	-	cobS	33607	29367	63
b1993	2063243	2063788	-	cobU	24430	18246	58
b4639	2064092	2064178	-	yeeH	3425	2887	54
b1994	2064329	2065345	-	insH1	98462	70345	122
b4640	2065384	2065916	-	yoeG	38582	34263	102
b4641	2066285	2066443	-	yoeH	8953	8388	81
b1996	2066976	2067881	-	insD1	68683	62001	107
b1997	2067839	2068204	-	insC1	28780	20424	99
b4582	2068294	2068498	+	yoeA	4945	5313	38
b1999	2068684	2069235	+	yeeP	5682	3772	13
b4435	2069339	2069542	+	isrC	5260	4768	37
b2000	2069563	2072682	+	flu	60840	55456	28
b2001	2072803	2074335	+	yeeR	26644	24164	25
b2002	2074332	2074778	+	yeeS	5329	4337	16
b2003	2074841	2075062	+	yeeT	3787	3360	24
b2004	2075136	2075504	+	cbeA	3100	3877	14
b2005	2075593	2075967	+	cbtA	3634	3261	14
b2006	2075964	2076131	+	yeeW	3862	4633	38
b4642	2076573	2076701	-	yoeD	4257	3327	44
b4538	2076770	2076955	+	yoeF	9941	6836	66
b2007	2077056	2077385	-	yeeX	304538	216271	1163
b2008	2077557	2078615	-	yeeA	49684	38847	62
b2009	2078813	2079286	-	sbmC	41523	24860	102
b2010	2079405	2080571	-	dacD	40169	32744	46
b2011	2080780	2082207	+	sbcB	75423	64709	73
b2012	2082250	2082477	-	yeeD	19307	13461	106
b2013	2082491	2083549	-	yeeE	59932	51928	79
b2014	2083728	2085086	-	plaP	294342	275724	313
b4678	2085076	2085138	-	yoeI	12095	12741	295
b2015	2085353	2086282	-	yeeY	33385	26328	48
b2016	2086328	2087152	-	yeeZ	78993	52695	117
b4539	2087235	2087489	-	yoeB	20992	14331	102
b2017	2087486	2087737	-	yefM	44600	24532	200
b2018	2088020	2088070	+	hisL	3032	1609	66
b2019	2088216	2089115	+	hisG	45123	33457	65
b2020	2089121	2090425	+	hisD	44786	36294	46
b2021	2090422	2091492	+	hisC	38225	27555	45
b2022	2091492	2092559	+	hisB	52212	45183	68
b2023	2092559	2093149	+	hisH	30857	28462	75
b2024	2093149	2093886	+	hisA	51203	39900	91
b2025	2093868	2094644	+	hisF	100510	78833	171
b2026	2094638	2095249	+	hisI	52980	50952	127
b2027	2095345	2096325	-	wzzB	545874	495225	790
b2028	2096471	2097637	-	ugd	46988	42069	57
b2029	2097886	2099292	-	gnd	731650	571178	685
b4571	2099420	2099768	-	wbbL	70711	54175	265
b2030	2099919	2100935	-	insH1	135879	106437	176
b2032	2101415	2102533	-	wbbK	284481	217549	332
b2033	2102518	2103108	-	wbbJ	298499	212252	637
b2034	2103089	2104081	-	wbbI	259109	219399	358
b2035	2104084	2105250	-	wbbH	283199	194972	302
b2036	2105250	2106353	-	glf	247666	155561	268
b2037	2106361	2107608	-	wzxB	408542	307064	424
b2038	2107605	2108162	-	rfbC	164699	135483	399
b2039	2108162	2109043	-	rfbA	296153	179222	395
b2040	2109101	2110000	-	rfbD	298398	223423	428
b2041	2110000	2111085	-	rfbB	601087	497914	751
b2042	2111458	2112351	-	wcaN	307312	256522	468
b2043	2112526	2113920	-	wcaM	25445	25437	27
b2044	2113931	2115151	-	wcaL	19189	11754	19
b2045	2115148	2116428	-	wcaK	13388	12618	15
b2046	2116704	2118182	-	wzxC	25537	24359	25
b2047	2118184	2119578	-	wcaJ	20174	17168	20
b2048	2119633	2121003	-	cpsG	14395	12780	15
b2049	2121108	2122544	-	cpsB	19278	17721	19
b2050	2122547	2123770	-	wcaI	13265	11032	15
b2051	2123767	2124246	-	wcaH	5728	3741	15
b2052	2124249	2125214	-	wcaG	7515	7927	12
b2053	2125217	2126338	-	gmd	14847	13325	19
b2054	2126364	2126912	-	wcaF	4739	2751	10
b2055	2126928	2127674	-	wcaE	11155	9270	20
b2056	2127685	2128902	-	wcaD	22822	21939	27
b2057	2128877	2130094	-	wcaC	11740	8716	12
b2058	2130091	2130579	-	wcaB	5986	4434	16
b2059	2130582	2131421	-	wcaA	15070	14858	27
b2060	2131514	2133676	-	wzc	25708	25396	18
b2061	2133679	2134122	-	wzb	3300	3040	11
b2062	2134128	2135267	-	wza	7574	6568	9
b2063	2135926	2137509	+	yegH	91449	73422	77
b2064	2137783	2139636	-	asmA	130780	99555	92
b2065	2139658	2140239	-	dcd	50067	43112	119
b2066	2140331	2140972	-	udk	163322	152035	366
b2067	2141290	2144607	+	yegE	83860	63947	33
b2068	2144716	2145564	-	alkA	22201	14737	32
b2069	2145698	2147050	+	yegD	30907	29338	33
b2070	2147063	2149009	-	yegI	29434	23224	20
b2071	2149209	2149670	+	yegJ	9503	8635	29
b2072	2149735	2150496	-	yegK	10261	11501	21
b2073	2150493	2151152	-	yegL	14516	9987	27
b4667	2151373	2151432	-	ibsA	247	284	7
b4436	2151333	2151475	+	sibA	828	1189	11
b4668	2151705	2151761	-	ibsB	1107	417	19
b4437	2151668	2151803	+	sibB	2941	1564	24
b2074	2152040	2153287	+	mdtA	19097	15374	20
b2075	2153287	2156409	+	mdtB	38519	32475	17
b2076	2156410	2159487	+	mdtC	41748	37643	19
b2077	2159488	2160903	+	mdtD	19123	17906	20
b2078	2160900	2162303	+	baeS	14550	12393	14
b2079	2162300	2163022	+	baeR	21481	19275	42
b2080	2163213	2163545	+	yegP	16054	12775	64
b2081	2163692	2165053	+	yegQ	126155	144741	150
b4438	2165138	2165224	+	cyaR	5939	5933	102
b2082	2165326	2165544	-	ogrK	6986	3760	36
b2083	2165626	2165838	-	yegZ	4223	3589	27
b2085	2166013	2166330	-	yegR	5150	4407	22
b2086	2166736	2167635	+	yegS	16463	14926	26
b4498	2167717	2168191	-	gatR	6389	6996	21
b2088	2168260	2168559	+	insE1	11310	9897	53
b2089	2168556	2169422	+	insF1	12047	10384	19
b2091	2169857	2170897	-	gatD	20154	17046	27
b2092	2170945	2172300	-	gatC	22876	20326	24
b2093	2172304	2172588	-	gatB	2181	3065	14
b2094	2172619	2173071	-	gatA	5468	7944	23
b2095	2173081	2174343	-	gatZ	25469	24137	29
b2096	2174372	2175226	-	gatY	473941	392561	752
b2097	2175534	2176586	-	fbaB	40937	34370	53
b2098	2176843	2178120	+	yegT	38571	36166	44
b2099	2178117	2179121	+	yegU	18863	15544	25
b2100	2179118	2180083	+	yegV	20730	16620	29
b2101	2180057	2180803	-	yegW	42961	29915	72
b2102	2180855	2181673	-	yegX	34043	29944	58
b2103	2181738	2182538	-	thiD	14653	11044	24
b2104	2182535	2183323	-	thiM	24812	17360	39
b2105	2183546	2183818	-	rcnR	8768	5127	37
b2106	2183939	2184763	+	rcnA	9295	12668	20
b2107	2184982	2185320	+	rcnB	29069	21695	111
b2108	2185402	2186436	-	yehA	15320	18060	24
b2109	2186452	2188932	-	yehB	39386	37528	23
b2110	2188948	2189667	-	yehC	13128	10005	24
b2111	2189702	2190244	-	yehD	21356	27619	68
b2112	2190537	2190818	-	yehE	11600	13114	66
b2113	2191081	2192190	-	mrp	451838	278556	482
b2114	2192322	2194355	+	metG	403739	325679	266
b4499	2194496	2198291	+	yehH	80716	67491	29
b2118	2198301	2201933	+	yehI	63171	57073	25
b4541	2201994	2202311	+	yehK	2353	3515	14
b2119	2202618	2203706	+	yehL	9489	12457	15
b2120	2203717	2205996	+	yehM	35361	24538	19
b2121	2205989	2207125	+	yehP	12323	10842	15
b2122	2207122	2209122	+	yehQ	25263	20280	17
b2123	2209247	2209708	+	yehR	67517	45014	179
b2124	2209748	2210218	-	yehS	101264	95696	312
b2125	2210265	2210984	-	yehT	85154	68916	159
b2126	2210981	2212666	-	yehU	115867	79413	85
b2127	2212888	2213619	+	mlrA	11306	8483	20
b4542	2213679	2213786	+	yohO	39628	30381	479
b2128	2213767	2214498	-	yehW	22835	16618	40
b2129	2214503	2215429	-	yehX	18853	14787	27
b2130	2215422	2216579	-	yehY	28278	22709	33
b2131	2216586	2217503	-	osmF	10956	11094	18
b2132	2217714	2220011	-	bglX	81841	60755	46
b2133	2220207	2221922	+	dld	79276	69765	65
b2134	2221960	2222892	-	pbpG	44453	46412	73
b2135	2223066	2223653	-	yohC	12176	12094	31
b2136	2223823	2224401	+	yohD	16147	11823	36
b2137	2224531	2225292	-	yohF	13130	8973	21
b2139	2225345	2226780	-	mdtQ	18557	15443	18
b4679	2227004	2227087	+	yohP	899	853	16
b2140	2227460	2228407	-	dusC	33145	29673	49
b2141	2228646	2229044	+	yohJ	19832	15261	65
b2142	2229041	2229736	+	yohK	21335	15684	39
b2143	2229866	2230750	+	cdd	281096	185541	387
b2144	2230900	2231619	+	sanA	127478	62057	191
b2145	2231622	2231861	+	yeiS	23857	18704	131
b2146	2232055	2233293	+	preT	158190	143086	181
b2147	2233287	2234522	+	preA	260075	209261	281
b2148	2234765	2235775	-	mglC	25915	23823	37
b2149	2235791	2237311	-	mglA	123573	132955	127
b2150	2237372	2238370	-	mglB	267960	231338	371
b2151	2238650	2239690	-	galS	21296	13998	25
b2152	2239832	2240989	-	yeiB	54221	44655	63
b2153	2241006	2241674	-	folE	69092	61535	145
b2154	2241932	2242768	+	yeiG	26610	23822	45
b2155	2242800	2244791	-	cirA	63854	61528	47
b2156	2245085	2246554	-	lysP	254898	237799	250
b2157	2246759	2247640	-	yeiE	38261	27387	55
b2158	2247739	2248788	+	yeiH	33984	26000	42
b2159	2248862	2249719	+	nfo	52560	41508	81
b2160	2249722	2250810	+	yeiI	40289	35000	51
b2161	2250917	2252167	-	nupX	38092	33690	43
b2162	2252267	2253208	-	rihB	7343	6330	11
b2163	2253377	2254036	+	yeiL	6033	8208	16
b2164	2254107	2255357	-	psuT	32181	27269	35
b2165	2255451	2256389	-	psuG	17739	13544	25
b2166	2256377	2257318	-	psuK	10984	8430	15
b2167	2257741	2259432	-	fruA	57560	41173	43
b2168	2259449	2260387	-	fruK	20150	17503	30
b2169	2260387	2261517	-	fruB	15229	12884	18
b2170	2261885	2263066	+	setB	31376	27850	37
b4502	2263063	2263317	-	yeiW	6786	6970	40
b2171	2263472	2264044	+	yeiP	72032	60799	172
b2172	2264267	2265733	+	yeiQ	42551	29529	36
b2173	2265851	2266837	+	yeiR	23349	21695	34
b2174	2266876	2267589	+	lpxT	67054	52888	124
b2175	2268001	2268567	+	spr	538569	437692	1276
b2176	2268748	2270304	+	rtn	104182	85848	91
b2177	2270386	2272200	+	yejA	65577	44144	44
b2178	2272201	2273295	+	yejB	38751	33446	49
b2179	2273295	2274320	+	yejE	49173	41676	66
b2180	2274322	2275911	+	yejF	80252	64437	67
b2181	2275915	2276259	-	yejG	38811	26220	139
b2182	2276592	2277782	-	bcr	98050	70464	104
b2183	2277810	2278505	-	rsuA	102225	89734	205
b2184	2278654	2280414	+	yejH	47972	40505	37
b2185	2280539	2280823	+	rplY	450087	373152	2143
b2186	2280962	2281969	-	yejK	169632	148901	235
b2187	2282151	2282378	+	yejL	65649	59741	410
b2188	2282398	2284158	+	yejM	154916	140473	125
b2189	2284233	2284309	+	proL	3614	2770	61
b2190	2284412	2286936	-	yejO	163421	134721	88
b2192	2287087	2288103	-	insH1	134637	100027	170
b2193	2288522	2289169	+	narP	52211	43325	109
b2194	2289380	2290432	-	ccmH	43282	37964	57
b2195	2290429	2290986	-	dsbE	18843	12873	42
b2196	2290983	2292926	-	ccmF	79533	64363	55
b2197	2292923	2293402	-	ccmE	21398	18163	61
b2198	2293399	2293608	-	ccmD	11272	8727	70
b2199	2293605	2294342	-	ccmC	29871	27943	58
b2200	2294384	2295046	-	ccmB	14950	14865	34
b2201	2295043	2295666	-	ccmA	30085	22734	63
b2202	2295679	2296281	-	napC	37198	31836	85
b2203	2296291	2296740	-	napB	15205	14183	49
b2204	2296737	2297600	-	napH	34027	20948	47
b2205	2297587	2298282	-	napG	35942	27246	67
b2206	2298289	2300775	-	napA	56367	50684	32
b2207	2300772	2301035	-	napD	3797	2674	18
b2208	2301025	2301519	-	napF	8618	6918	23
b4604	2301628	2301792	+	yojO	2766	2237	22
b2209	2301927	2302415	+	eco	151558	118618	409
b2210	2303130	2304776	-	mqo	46242	39997	39
b2211	2304994	2306637	-	yojI	112717	102573	98
b2212	2306713	2307363	-	alkB	11579	11130	26
b2213	2307363	2308427	-	ada	31039	24321	39
b2214	2308501	2309556	-	apbE	52157	52426	74
b2215	2309668	2310771	-	ompC	3183523	2755833	3998
b4439	2311106	2311198	+	micF	6821	4214	87
b2216	2311510	2314182	+	rcsD	353404	296576	180
b2217	2314199	2314849	+	rcsB	326552	291747	707
b2218	2315049	2317898	-	rcsC	179596	143522	84
